,horizon,mse,rmse,mae,mape,coverage
5875,141 days 00:00:00.000000000,120.72943291450103,10.98769461327084,9.019789982929534,0.25815195026265175,0.17804154302670624
2987,141 days 00:00:00.000000000,121.0016490528751,11.000074956693481,9.029420196595487,0.2581639499304064,0.17804154302670624
1060,141 days 00:00:00.000000000,120.97391914766378,10.998814442823544,9.02761563401687,0.25813267419941177,0.17804154302670624
3951,141 days 00:00:00.000000000,121.0048340255736,11.000219726240635,9.031950207411839,0.2582127861287281,0.17655786350148367
3952,142 days 00:00:00.000000000,120.61996261273157,10.982711988062492,9.013952597767549,0.2575311659729072,0.17655786350148367
2988,142 days 00:00:00.000000000,120.83747024416097,10.992609801323841,9.02218848881771,0.2579747891341579,0.17655786350148367
1061,142 days 00:00:00.000000000,120.52247125743011,10.978272690065142,9.008756058499754,0.25748045018085375,0.17655786350148367
98,142 days 00:00:00.000000000,120.58277194815675,10.981018711766078,9.015041291779937,0.2576607638191896,0.17507418397626112
4912,143 days 00:00:00.000000000,120.76676529882161,10.98939330895121,9.026210888040024,0.2578609297086372,0.17359050445103857
3953,143 days 00:00:00.000000000,120.69716349985023,10.986226080863721,9.021036204212598,0.2576912860336068,0.17359050445103857
1062,143 days 00:00:00.000000000,120.62499124178593,10.982940919525422,9.016932578995553,0.25728634413486057,0.17359050445103857
99,143 days 00:00:00.000000000,120.5461047046496,10.979349010968255,9.012015772078104,0.2568958992488868,0.17359050445103857
4913,144 days 00:00:00.000000000,120.7646741290675,10.989298163625714,9.027848296018275,0.25720287383313895,0.17210682492581603
3954,144 days 00:00:00.000000000,120.701900549525,10.986441669144973,9.02307709992319,0.25704130292089034,0.17210682492581603
2025,144 days 00:00:00.000000000,120.78725715548698,10.990325616444991,9.029298671615823,0.2571268054877484,0.17210682492581603
1063,144 days 00:00:00.000000000,120.79663102470921,10.990752068203031,9.029975790876192,0.257215104436666,0.17210682492581603
2026,145 days 00:00:00.000000000,120.83736369457117,10.9926049549036,9.032570430066157,0.25725072553580924,0.17210682492581603
1064,145 days 00:00:00.000000000,120.80444739694695,10.991107651048958,9.030353342709383,0.2572092190134387,0.17210682492581603
2989,145 days 00:00:00.000000000,121.23953241127548,11.010882453794313,9.055492738349903,0.25798355270074136,0.17062314540059348
5876,145 days 00:00:00.000000000,121.27575935254372,11.012527382601313,9.05873818140786,0.2579972073515826,0.16913946587537093
4914,145 days 00:00:00.000000000,121.42985763207889,11.019521660765447,9.068315516018554,0.2581690389674691,0.16913946587537093
100,146 days 00:00:00.000000000,121.29244778932322,11.013285058933288,9.059394727521227,0.2581106728049378,0.16913946587537093
2027,146 days 00:00:00.000000000,121.33355142034661,11.015150993987627,9.061745437654462,0.258065175236115,0.16913946587537093
2990,146 days 00:00:00.000000000,121.71652307115467,11.032521156614868,9.07778347539343,0.2586564015271978,0.16913946587537093
5877,146 days 00:00:00.000000000,121.52728917683713,11.02394163522454,9.06776629858247,0.25825882494259234,0.16913946587537093
4915,146 days 00:00:00.000000000,121.65049812052843,11.029528463199522,9.074397342247927,0.25839235664198884,0.16913946587537093
2991,147 days 00:00:00.000000000,121.99381520404107,11.045081041080733,9.08999023483109,0.258910876090625,0.16913946587537093
2028,147 days 00:00:00.000000000,121.96407150297951,11.043734490786145,9.08845921138245,0.2584594779904304,0.16913946587537093
3955,147 days 00:00:00.000000000,121.8200820131083,11.037213507634448,9.079750239583356,0.258165148129653,0.16913946587537093
101,147 days 00:00:00.000000000,121.66642690051924,11.030250536616077,9.070290194751237,0.25810309865907183,0.16913946587537093
5878,147 days 00:00:00.000000000,121.73597672886876,11.033402771986019,9.078881662053405,0.2582439658962143,0.16765578635014836
3956,148 days 00:00:00.000000000,121.59675606791374,11.027091913460854,9.070158269451436,0.25813543376180215,0.16765578635014836
5879,148 days 00:00:00.000000000,121.62280581580188,11.028273020550493,9.071846676691992,0.25812795175366826,0.16765578635014836
102,148 days 00:00:00.000000000,121.53872219767707,11.024460177155028,9.065353868405372,0.2577589220668663,0.16765578635014836
2992,148 days 00:00:00.000000000,121.627136413689,11.028469359511726,9.068600237106427,0.2578422379230143,0.16765578635014836
2993,149 days 00:00:00.000000000,122.04965220217485,11.047608438126998,9.092595401455347,0.2585787626877514,0.1661721068249258
1065,149 days 00:00:00.000000000,121.99856288687987,11.04529596194144,9.089213782954397,0.2582861880304323,0.1661721068249258
103,149 days 00:00:00.000000000,121.7156971211484,11.032483724037322,9.07385349541333,0.25781411746759453,0.16765578635014836
3957,149 days 00:00:00.000000000,121.58584456339648,11.026597143425368,9.066073310080252,0.2577236885763218,0.16765578635014836
4916,149 days 00:00:00.000000000,121.6989164366544,11.031723185280457,9.0716329173957,0.257759990353187,0.16765578635014836
1066,150 days 00:00:00.000000000,121.64593447813112,11.029321578326163,9.068148408952858,0.25746084942745745,0.16765578635014836
2029,150 days 00:00:00.000000000,121.65891326377606,11.029909939060067,9.068902641405076,0.2573868825891026,0.16765578635014836
3958,150 days 00:00:00.000000000,121.18540220783886,11.008424147344563,9.049012251823935,0.2565837634782792,0.16765578635014836
4917,150 days 00:00:00.000000000,121.33078487808903,11.0150254143188,9.0579227497403,0.25674210930027924,0.16765578635014836
104,150 days 00:00:00.000000000,121.36061924037699,11.01637958861154,9.064341828769841,0.2569365353923704,0.16765578635014836
3959,151 days 00:00:00.000000000,121.4084079182383,11.018548358029669,9.071999993696787,0.2570983695808815,0.1661721068249258
2030,151 days 00:00:00.000000000,121.42846848783462,11.019458629525982,9.073241281055534,0.2568685980339192,0.1661721068249258
1067,151 days 00:00:00.000000000,121.4360960795397,11.019804720571944,9.073895255035334,0.2569288023428135,0.1661721068249258
4918,151 days 00:00:00.000000000,121.51292456920937,11.023290097298963,9.077974894845529,0.25694388182086897,0.1661721068249258
