,horizon,mse,rmse,mae,mape,coverage
3886,157 days 00:00:00.000000000,108.95463228002723,10.43813356304791,8.04232849379333,0.2992151813900276,0.20121028744326777
5771,157 days 00:00:00.000000000,110.73567058533277,10.523101756864882,8.08202853491005,0.2985530567345381,0.20121028744326777
2940,157 days 00:00:00.000000000,110.7523959714562,10.52389642534818,8.084402605571963,0.29857462370638355,0.20121028744326777
2941,158 days 00:00:00.000000000,110.76838519108087,10.524656060464915,8.086498687160955,0.29808785447905606,0.20121028744326777
109,158 days 00:00:00.000000000,110.76850347505595,10.524661679838262,8.08680436500047,0.29829363107133317,0.20121028744326777
4828,158 days 00:00:00.000000000,110.88578521362086,10.53023196390378,8.091881472032574,0.298472529246519,0.20121028744326777
5772,158 days 00:00:00.000000000,113.10780293993948,10.635215227720568,8.145244837864661,0.29806616940589636,0.20121028744326777
3887,158 days 00:00:00.000000000,113.28308690398353,10.643452771727018,8.157875207137481,0.2981046728170156,0.20121028744326777
4829,159 days 00:00:00.000000000,113.51914507317277,10.654536361248798,8.176650784225458,0.2983224353404499,0.19969742813918306
3888,159 days 00:00:00.000000000,113.4201137688553,10.649887969779556,8.172618486459008,0.2982432492175702,0.19969742813918306
110,159 days 00:00:00.000000000,113.27211651686487,10.642937400777328,8.158172924429437,0.29739226902755816,0.20121028744326777
5773,159 days 00:00:00.000000000,115.20750969396279,10.733476123510165,8.19971430121513,0.2966907477573244,0.20121028744326777
1052,159 days 00:00:00.000000000,115.00541192621122,10.724057624155664,8.18822326263605,0.2974813654112627,0.20121028744326777
4830,160 days 00:00:00.000000000,115.23041079210263,10.734542877649828,8.203293317376007,0.2974990913955283,0.20121028744326777
111,160 days 00:00:00.000000000,115.21417987728097,10.73378683770462,8.198803239094358,0.2969693569463068,0.2027231467473525
1996,160 days 00:00:00.000000000,114.98626683127915,10.723164963352898,8.18851151706957,0.29713394028762397,0.2027231467473525
5774,160 days 00:00:00.000000000,116.62696594022512,10.799396554448082,8.226234042777651,0.2964676756839297,0.2027231467473525
1053,160 days 00:00:00.000000000,116.34560556488694,10.786362017144008,8.211742661578029,0.29722398128851957,0.2027231467473525
2942,161 days 00:00:00.000000000,116.06533533398685,10.773362304034283,8.196435570423258,0.2970963000154292,0.2027231467473525
